delivery_id,shipment_id,delivery_date,delivery_status
277,277,2025-09-16,Delayed
278,278,2025-01-31,Delayed
279,279,2025-01-08,Delivered
280,280,2025-07-28,Delayed
281,281,2025-11-27,Delivered
282,282,2025-11-30,Delayed
283,283,2025-12-31,Delayed
284,284,2025-03-02,Delivered
285,285,2025-02-03,Delayed
286,286,2025-09-29,Delayed
287,287,2025-01-16,Delivered
288,288,2025-10-30,Delivered
289,289,2025-04-28,Delivered
290,290,2025-06-06,Delayed
291,291,2025-08-30,Delivered
292,292,2025-11-24,Delayed
293,293,2025-02-07,Delayed
294,294,2025-03-12,Delivered
295,295,2025-12-10,Delayed
296,296,2025-01-14,Delivered
297,297,2025-02-19,Delayed
298,298,2025-05-04,Delayed
299,299,2025-11-06,Delivered
300,300,2025-05-04,Delivered
301,301,2025-09-05,Delivered
302,302,2025-07-06,Delivered
303,303,2025-08-01,Delivered
304,304,2025-06-07,Delivered
305,305,2025-12-31,Delivered
306,306,2025-09-27,Delayed
307,307,2025-04-11,Delivered
308,308,2025-12-07,Delivered
309,309,2025-02-15,Delivered
310,310,2025-03-11,Delivered
311,311,2025-08-25,Delivered
312,312,2025-10-27,Delayed
313,313,2026-01-02,Delivered
314,314,2025-03-02,Delivered
315,315,2025-07-02,Delivered
316,316,2025-03-26,Delayed
317,317,2025-11-09,Delayed
318,318,2025-09-22,Delivered
319,319,2025-06-14,Delivered
320,320,2025-04-10,Delivered
321,321,2025-02-07,Delayed
322,322,2025-10-19,Delayed
323,323,2025-02-07,Delayed
324,324,2025-11-19,Delayed
325,325,2025-06-06,Delivered
326,326,2025-05-01,Delivered
327,327,2025-07-13,Delivered
328,328,2026-01-02,Delivered
329,329,2025-09-01,Delayed
330,330,2025-05-24,Delivered
331,331,2025-05-19,Delayed
332,332,2025-09-16,Delivered
333,333,2025-07-18,Delayed
334,334,2025-10-21,Delayed
335,335,2025-07-20,Delivered
336,336,2025-11-26,Delayed
337,337,2025-07-10,Delayed
338,338,2025-03-05,Delayed
339,339,2025-07-12,Delivered
340,340,2025-09-08,Delayed
341,341,2025-01-13,Delayed
342,342,2025-01-26,Delayed
343,343,2025-08-03,Delayed
344,344,2025-07-06,Delayed
345,345,2025-10-30,Delivered
346,346,2025-07-30,Delayed
347,347,2025-03-15,Delayed
348,348,2025-08-20,Delivered
349,349,2025-12-30,Delayed
350,350,2025-11-22,Delivered
351,351,2025-05-15,Delivered
352,352,2025-08-18,Delivered
353,353,2025-09-14,Delayed
354,354,2025-03-28,Delivered
355,355,2025-06-15,Delivered
356,356,2025-04-28,Delivered
357,357,2025-09-20,Delayed
358,358,2025-01-13,Delayed
359,359,2025-08-03,Delayed
360,360,2025-03-09,Delayed
361,361,2025-07-31,Delayed
362,362,2025-01-15,Delivered
363,363,2025-11-24,Delayed
364,364,2025-04-16,Delayed
365,365,2025-11-18,Delivered
366,366,2025-07-19,Delayed
367,367,2025-02-19,Delivered
368,368,2025-08-17,Delivered
369,369,2025-11-05,Delivered
370,370,2025-07-21,Delivered
371,371,2025-12-26,Delivered
372,372,2025-08-21,Delivered
373,373,2025-01-12,Delivered
374,374,2025-07-03,Delayed
375,375,2025-12-09,Delayed
376,376,2025-08-03,Delayed
377,377,2025-09-14,Delayed
378,378,2025-04-10,Delivered
379,379,2025-02-10,Delivered
380,380,2025-02-01,Delayed
381,381,2025-02-07,Delivered
382,382,2025-06-15,Delivered
383,383,2025-07-28,Delayed
384,384,2025-08-06,Delayed
385,385,2025-03-08,Delivered
386,386,2025-09-11,Delayed
387,387,2025-08-13,Delivered
388,388,2025-08-31,Delayed
389,389,2025-08-19,Delayed
390,390,2025-04-24,Delayed
391,391,2025-01-11,Delayed
392,392,2025-09-21,Delayed
393,393,2025-07-11,Delayed
394,394,2025-05-31,Delivered
395,395,2025-09-20,Delayed
396,396,2025-08-03,Delayed
397,397,2025-10-29,Delayed
398,398,2026-01-06,Delayed
399,399,2025-04-20,Delivered
400,400,2025-06-14,Delayed
401,401,2025-04-18,Delayed
402,402,2025-04-08,Delayed
403,403,2025-02-15,Delivered
404,404,2025-09-01,Delayed
405,405,2025-11-06,Delayed
406,406,2025-02-14,Delayed
407,407,2025-08-19,Delayed
408,408,2025-08-19,Delayed
409,409,2025-10-19,Delivered
410,410,2025-08-04,Delivered
411,411,2025-10-08,Delayed
412,412,2025-11-04,Delivered
413,413,2025-03-22,Delayed
414,414,2025-09-11,Delivered
415,415,2025-02-18,Delayed
416,416,2025-01-19,Delayed
417,417,2025-11-08,Delayed
418,418,2025-12-11,Delivered
419,419,2025-07-15,Delayed
420,420,2025-04-30,Delivered
421,421,2025-03-20,Delayed
422,422,2025-04-25,Delivered
423,423,2025-03-25,Delayed
424,424,2025-12-14,Delayed
425,425,2025-12-24,Delayed
426,426,2025-09-26,Delivered
427,427,2025-03-22,Delivered
428,428,2025-06-24,Delivered
429,429,2025-01-21,Delayed
430,430,2025-04-12,Delivered
431,431,2026-01-02,Delayed
432,432,2025-07-04,Delayed
433,433,2025-11-17,Delivered
434,434,2025-10-23,Delivered
435,435,2025-07-27,Delayed
436,436,2025-11-22,Delayed
437,437,2025-12-15,Delayed
438,438,2025-07-23,Delayed
439,439,2025-11-24,Delivered
440,440,2025-02-17,Delayed
441,441,2025-10-06,Delayed
442,442,2025-06-26,Delayed
443,443,2025-01-17,Delayed
444,444,2025-02-28,Delivered
445,445,2025-06-19,Delayed
446,446,2025-05-25,Delayed
447,447,2025-11-18,Delayed
448,448,2025-05-03,Delivered
449,449,2025-03-28,Delivered
450,450,2025-08-19,Delivered
451,451,2025-05-19,Delivered
452,452,2026-01-02,Delivered
453,453,2025-11-27,Delayed
454,454,2025-08-04,Delayed
455,455,2025-09-18,Delayed
456,456,2025-07-02,Delivered
457,457,2025-06-15,Delayed
458,458,2025-08-13,Delivered
459,459,2025-02-21,Delayed
460,460,2025-08-29,Delayed
461,461,2025-06-09,Delayed
462,462,2025-01-25,Delayed
463,463,2026-01-05,Delayed
464,464,2025-02-19,Delayed
465,465,2025-02-28,Delivered
466,466,2025-04-16,Delivered
467,467,2025-10-12,Delayed
468,468,2025-03-14,Delayed
469,469,2025-07-29,Delivered
470,470,2025-08-18,Delayed
471,471,2025-02-13,Delayed
472,472,2025-09-30,Delayed
473,473,2025-04-11,Delayed
474,474,2025-02-20,Delayed
475,475,2025-03-02,Delivered
476,476,2025-08-01,Delivered
477,477,2025-05-03,Delayed
478,478,2025-10-03,Delayed
479,479,2025-10-28,Delivered
480,480,2025-03-22,Delivered
481,481,2025-12-11,Delayed
482,482,2025-06-29,Delivered
483,483,2025-07-18,Delivered
484,484,2025-06-25,Delivered
485,485,2025-01-23,Delayed
486,486,2026-01-04,Delivered
487,487,2025-08-20,Delayed
488,488,2025-03-11,Delivered
489,489,2025-05-01,Delivered
490,490,2025-10-16,Delivered
491,491,2025-06-26,Delayed
492,492,2025-11-12,Delayed
493,493,2025-09-16,Delivered
494,494,2025-05-11,Delayed
495,495,2025-03-25,Delayed
496,496,2025-12-28,Delayed
497,497,2025-10-31,Delivered
498,498,2025-01-28,Delayed
499,499,2026-01-04,Delayed
500,500,2025-11-19,Delayed
501,501,2025-05-16,Delivered
502,502,2025-05-21,Delayed
503,503,2025-11-04,Delayed
504,504,2025-03-27,Delivered
505,505,2025-08-30,Delayed
506,506,2025-11-28,Delivered
507,507,2025-09-10,Delivered
508,508,2025-01-29,Delayed
509,509,2025-02-15,Delayed
510,510,2025-04-11,Delayed
511,511,2025-12-20,Delivered
512,512,2025-07-22,Delivered
513,513,2025-02-18,Delivered
514,514,2025-10-01,Delivered
515,515,2025-01-10,Delivered
516,516,2025-05-09,Delayed
517,517,2025-02-25,Delivered
518,518,2025-12-29,Delayed
519,519,2025-08-16,Delayed
520,520,2025-03-11,Delayed
521,521,2025-11-03,Delayed
522,522,2025-11-28,Delayed
523,523,2025-10-18,Delivered
524,524,2025-11-18,Delayed
525,525,2025-12-25,Delivered
526,526,2025-11-18,Delivered
527,527,2025-08-27,Delivered
528,528,2025-11-03,Delayed
529,529,2025-07-25,Delivered
530,530,2025-01-10,Delayed
531,531,2025-11-25,Delivered
532,532,2025-07-23,Delivered
533,533,2025-01-29,Delivered
534,534,2025-09-02,Delayed
535,535,2025-11-08,Delayed
536,536,2025-05-01,Delayed
537,537,2025-03-12,Delivered
538,538,2025-08-07,Delayed
539,539,2025-08-17,Delivered
540,540,2025-03-25,Delivered
541,541,2025-08-03,Delivered
542,542,2025-10-01,Delivered
543,543,2025-01-15,Delayed
544,544,2025-12-19,Delivered
545,545,2025-05-02,Delivered
546,546,2025-12-09,Delivered
547,547,2025-05-06,Delivered
548,548,2025-05-30,Delivered
549,549,2025-04-10,Delayed
550,550,2025-04-15,Delayed
551,551,2025-05-03,Delayed
552,552,2025-06-20,Delivered
553,553,2025-04-27,Delivered
554,554,2025-11-29,Delivered
555,555,2025-07-18,Delayed
556,556,2025-02-22,Delivered
557,557,2025-05-09,Delayed
558,558,2025-12-12,Delivered
559,559,2025-05-26,Delivered
560,560,2025-02-05,Delayed
561,561,2025-03-30,Delayed
562,562,2025-08-25,Delayed
563,563,2025-06-18,Delivered
564,564,2025-10-21,Delayed
565,565,2025-06-27,Delayed
566,566,2025-07-21,Delayed
567,567,2025-04-30,Delayed
568,568,2025-02-04,Delivered
569,569,2025-11-05,Delivered
570,570,2025-09-05,Delayed
571,571,2025-03-27,Delivered
572,572,2025-02-05,Delivered
573,573,2025-07-25,Delayed
574,574,2025-02-18,Delayed
575,575,2025-09-25,Delivered
576,576,2025-07-23,Delivered
577,577,2025-02-18,Delayed
578,578,2025-11-26,Delayed
579,579,2025-05-09,Delayed
580,580,2025-07-23,Delayed
581,581,2025-09-20,Delivered
582,582,2025-08-21,Delivered
583,583,2025-05-18,Delayed
584,584,2025-08-17,Delivered
585,585,2025-12-06,Delayed
586,586,2025-02-07,Delivered
587,587,2025-08-14,Delivered
588,588,2025-08-09,Delayed
589,589,2025-04-10,Delayed
590,590,2025-05-27,Delayed
591,591,2025-10-17,Delayed
592,592,2025-12-15,Delayed
593,593,2025-03-05,Delayed
594,594,2025-01-29,Delayed
595,595,2025-08-15,Delivered
596,596,2025-07-07,Delivered
597,597,2025-02-11,Delivered
598,598,2025-04-24,Delivered
599,599,2025-03-09,Delayed
600,600,2025-01-06,Delivered
601,601,2025-03-18,Delivered
602,602,2025-03-20,Delayed
603,603,2025-11-05,Delayed
604,604,2025-02-17,Delivered
605,605,2025-09-12,Delayed
606,606,2025-02-23,Delivered
607,607,2025-01-10,Delivered
608,608,2025-08-12,Delayed
609,609,2025-01-22,Delayed
610,610,2025-10-04,Delayed
611,611,2025-05-02,Delayed
612,612,2025-03-07,Delivered
613,613,2025-06-17,Delayed
614,614,2025-04-25,Delayed
615,615,2025-04-20,Delayed
616,616,2025-01-12,Delivered
617,617,2025-07-23,Delayed
618,618,2025-05-03,Delivered
619,619,2025-10-20,Delayed
620,620,2025-03-23,Delivered
621,621,2025-05-26,Delivered
622,622,2025-03-26,Delayed
623,623,2025-04-01,Delivered
624,624,2025-12-01,Delayed
625,625,2025-04-05,Delayed
626,626,2025-07-22,Delivered
627,627,2025-04-28,Delivered
628,628,2025-04-22,Delivered
629,629,2025-11-05,Delivered
630,630,2025-02-04,Delivered
631,631,2025-12-31,Delivered
632,632,2025-02-16,Delayed
633,633,2025-04-23,Delivered
634,634,2025-04-09,Delayed
635,635,2025-11-19,Delivered
636,636,2025-02-24,Delayed
637,637,2025-01-27,Delivered
638,638,2025-09-27,Delayed
639,639,2025-05-17,Delayed
640,640,2026-01-03,Delayed
641,641,2025-01-30,Delivered
642,642,2025-10-06,Delivered
643,643,2025-10-11,Delivered
644,644,2025-12-01,Delayed
645,645,2025-04-08,Delayed
646,646,2025-05-17,Delivered
647,647,2025-02-18,Delayed
648,648,2025-01-10,Delayed
649,649,2025-03-02,Delivered
650,650,2026-01-02,Delayed
651,651,2025-04-07,Delivered
652,652,2025-07-30,Delayed
653,653,2026-01-05,Delivered
654,654,2025-12-05,Delayed
655,655,2025-09-26,Delayed
656,656,2025-08-14,Delayed
657,657,2025-01-21,Delayed
658,658,2025-01-06,Delivered
659,659,2025-10-23,Delayed
660,660,2025-10-21,Delivered
661,661,2025-08-31,Delayed
662,662,2025-03-31,Delayed
663,663,2025-11-21,Delivered
664,664,2025-11-20,Delivered
665,665,2025-10-24,Delivered
666,666,2025-06-28,Delivered
667,667,2026-01-05,Delayed
668,668,2025-10-30,Delayed
669,669,2025-08-11,Delivered
670,670,2025-07-23,Delayed
671,671,2025-07-24,Delayed
672,672,2025-04-01,Delayed
673,673,2025-11-14,Delayed
674,674,2025-05-19,Delayed
675,675,2025-08-22,Delivered
676,676,2025-09-23,Delayed
677,677,2025-07-25,Delayed
678,678,2025-10-24,Delivered
679,679,2025-07-29,Delivered
680,680,2025-12-23,Delayed
681,681,2025-04-02,Delivered
682,682,2025-07-18,Delayed
683,683,2025-08-22,Delivered
684,684,2025-05-12,Delivered
685,685,2025-06-20,Delayed
686,686,2025-08-28,Delivered
687,687,2025-10-31,Delivered
688,688,2025-05-30,Delayed
689,689,2025-06-17,Delivered
690,690,2026-01-07,Delayed
691,691,2025-06-26,Delayed
692,692,2025-01-18,Delivered
693,693,2025-12-18,Delayed
694,694,2025-01-27,Delayed
695,695,2025-09-25,Delivered
696,696,2025-12-19,Delivered
697,697,2025-11-05,Delivered
698,698,2025-05-25,Delivered
699,699,2025-01-16,Delayed
700,700,2025-06-30,Delivered
701,701,2025-05-11,Delayed
702,702,2025-06-05,Delivered
703,703,2025-11-24,Delivered
704,704,2025-11-02,Delayed
705,705,2025-07-13,Delivered
706,706,2025-10-06,Delayed
707,707,2025-11-03,Delayed
708,708,2025-06-10,Delayed
709,709,2025-12-05,Delivered
710,710,2025-12-16,Delayed
711,711,2025-05-30,Delayed
712,712,2025-07-23,Delivered
713,713,2025-06-15,Delivered
714,714,2025-06-24,Delivered
715,715,2025-02-14,Delayed
716,716,2025-06-18,Delayed
717,717,2025-12-31,Delivered
718,718,2025-08-07,Delivered
719,719,2025-05-08,Delayed
720,720,2025-05-03,Delivered
721,721,2025-09-21,Delayed
722,722,2025-04-11,Delivered
723,723,2025-12-25,Delivered
724,724,2025-11-04,Delivered
725,725,2025-10-25,Delivered
726,726,2025-10-07,Delivered
727,727,2025-10-22,Delayed
728,728,2025-04-20,Delayed
729,729,2025-06-21,Delivered
730,730,2025-02-25,Delivered
731,731,2025-01-07,Delayed
732,732,2025-01-26,Delayed
733,733,2025-11-05,Delayed
734,734,2025-07-04,Delivered
735,735,2025-02-13,Delivered
736,736,2025-01-11,Delivered
737,737,2025-12-22,Delayed
738,738,2025-06-21,Delayed
739,739,2025-05-17,Delayed
740,740,2025-09-11,Delivered
741,741,2025-03-25,Delayed
742,742,2025-03-28,Delivered
743,743,2025-08-25,Delivered
744,744,2025-07-29,Delivered
745,745,2025-05-22,Delayed
746,746,2025-09-04,Delivered
747,747,2025-06-16,Delivered
748,748,2025-07-09,Delayed
749,749,2025-08-25,Delayed
750,750,2025-01-29,Delivered
751,751,2025-11-20,Delayed
752,752,2025-12-24,Delivered
753,753,2025-02-02,Delayed
754,754,2025-01-25,Delivered
755,755,2025-07-12,Delivered
756,756,2025-11-01,Delayed
757,757,2025-02-14,Delivered
758,758,2025-03-08,Delivered
759,759,2025-10-22,Delayed
760,760,2025-08-07,Delivered
761,761,2025-02-10,Delivered
762,762,2025-08-09,Delivered
763,763,2025-10-01,Delivered
764,764,2025-03-04,Delayed
765,765,2025-07-24,Delivered
766,766,2025-08-03,Delayed
767,767,2025-10-25,Delayed
768,768,2025-09-17,Delivered
769,769,2025-12-20,Delayed
770,770,2025-02-14,Delayed
771,771,2025-04-27,Delayed
772,772,2025-03-09,Delayed
773,773,2025-10-13,Delayed
774,774,2025-06-19,Delayed
775,775,2025-03-19,Delivered
776,776,2025-06-05,Delayed
777,777,2025-10-05,Delivered
778,778,2025-12-20,Delivered
779,779,2025-04-23,Delayed
780,780,2025-09-14,Delivered
781,781,2025-10-28,Delayed
782,782,2025-11-19,Delayed
783,783,2025-09-13,Delivered
784,784,2025-12-18,Delayed
785,785,2026-01-03,Delayed
786,786,2025-07-06,Delivered
787,787,2025-06-12,Delivered
788,788,2025-02-03,Delayed
789,789,2025-04-13,Delayed
790,790,2025-06-13,Delayed
791,791,2025-01-20,Delayed
792,792,2025-04-09,Delivered
793,793,2025-06-26,Delivered
794,794,2025-07-28,Delivered
795,795,2025-04-18,Delayed
796,796,2025-12-31,Delayed
797,797,2025-05-05,Delayed
798,798,2025-08-25,Delayed
799,799,2025-12-02,Delayed
800,800,2025-10-14,Delivered
801,801,2025-09-11,Delivered
802,802,2026-01-02,Delivered
803,803,2025-03-09,Delayed
804,804,2025-10-13,Delayed
805,805,2025-05-28,Delivered
806,806,2025-08-09,Delivered
807,807,2025-06-08,Delivered
808,808,2025-06-11,Delivered
809,809,2025-04-16,Delivered
810,810,2026-01-05,Delivered
811,811,2025-05-24,Delayed
812,812,2025-07-02,Delayed
813,813,2025-10-04,Delivered
814,814,2025-04-13,Delayed
815,815,2025-06-12,Delayed
816,816,2025-03-19,Delayed
817,817,2025-10-15,Delivered
818,818,2025-09-04,Delayed
819,819,2025-04-24,Delivered
820,820,2025-07-21,Delivered
821,821,2025-04-05,Delivered
822,822,2025-02-28,Delivered
823,823,2025-12-13,Delivered
824,824,2025-08-23,Delivered
825,825,2025-10-09,Delivered
826,826,2025-11-03,Delayed
827,827,2025-09-21,Delayed
828,828,2025-03-22,Delayed
829,829,2025-03-28,Delivered
830,830,2025-12-03,Delivered
831,831,2025-06-22,Delayed
832,832,2025-07-25,Delayed
833,833,2025-11-29,Delivered
834,834,2025-06-07,Delayed
835,835,2025-10-27,Delivered
836,836,2025-07-17,Delivered
837,837,2025-09-09,Delivered
838,838,2025-12-11,Delayed
839,839,2025-12-18,Delayed
840,840,2025-03-19,Delivered
841,841,2025-09-11,Delivered
842,842,2025-02-26,Delivered
843,843,2025-08-14,Delivered
844,844,2025-02-03,Delivered
845,845,2026-01-05,Delivered
846,846,2025-09-21,Delivered
847,847,2025-03-16,Delayed
848,848,2025-03-12,Delayed
849,849,2025-11-18,Delivered
850,850,2025-01-29,Delivered
851,851,2025-03-31,Delivered
852,852,2025-11-28,Delayed
853,853,2025-09-08,Delayed
854,854,2025-02-07,Delivered
855,855,2025-06-20,Delayed
856,856,2025-08-09,Delivered
857,857,2025-04-03,Delivered
858,858,2025-12-12,Delivered
859,859,2025-06-19,Delivered
860,860,2025-10-21,Delayed
861,861,2025-10-27,Delivered
862,862,2025-03-13,Delivered
863,863,2025-08-18,Delayed
864,864,2025-01-28,Delayed
865,865,2025-04-14,Delayed
866,866,2025-11-26,Delayed
867,867,2025-09-07,Delivered
868,868,2025-12-22,Delivered
869,869,2025-12-12,Delivered
870,870,2025-03-16,Delayed
871,871,2025-11-03,Delivered
872,872,2025-02-08,Delivered
